oid,test,train_fold1,val_fold1,train_fold2,val_fold2,train_fold3,val_fold3,train_fold4,val_fold4,train_fold5,val_fold5
ZTF24abssgro,0,1,0,1,0,1,0,1,0,0,1
ZTF24abssxcb,0,1,0,0,1,1,0,1,0,1,0
ZTF24absvyug,0,1,0,1,0,1,0,1,0,0,1
ZTF24absvzdo,1,0,0,0,0,0,0,0,0,0,0
ZTF24abswbne,1,0,0,0,0,0,0,0,0,0,0
ZTF24abswjac,1,0,0,0,0,0,0,0,0,0,0
ZTF24abswphp,0,1,0,1,0,1,0,1,0,0,1
ZTF24absxhea,0,1,0,0,1,1,0,1,0,1,0
ZTF24abszkov,0,1,0,1,0,1,0,0,1,1,0
ZTF24abszpfh,1,0,0,0,0,0,0,0,0,0,0
ZTF24abszzbd,0,1,0,1,0,1,0,0,1,1,0
ZTF24abtafub,1,0,0,0,0,0,0,0,0,0,0
ZTF24abtaqoc,0,1,0,1,0,1,0,0,1,1,0
ZTF24abtaqry,0,1,0,1,0,1,0,0,1,1,0
ZTF24abtaqvw,1,0,0,0,0,0,0,0,0,0,0
ZTF24abtareh,0,1,0,1,0,0,1,1,0,1,0
ZTF24abtartn,0,1,0,1,0,1,0,0,1,1,0
ZTF24abtdfgx,0,1,0,1,0,1,0,1,0,0,1
ZTF24abtdixv,0,1,0,0,1,1,0,1,0,1,0
ZTF24abtdjad,0,0,1,1,0,1,0,1,0,1,0
ZTF24abtdzkl,0,1,0,1,0,0,1,1,0,1,0
ZTF24abteakh,1,0,0,0,0,0,0,0,0,0,0
ZTF24abtedxc,0,1,0,1,0,1,0,0,1,1,0
ZTF24abteglw,0,1,0,1,0,1,0,1,0,0,1
ZTF24abtfolv,0,0,1,1,0,1,0,1,0,1,0
ZTF24abtfuul,0,1,0,1,0,0,1,1,0,1,0
ZTF24abtgags,0,1,0,1,0,1,0,1,0,0,1
ZTF24abtjarv,1,0,0,0,0,0,0,0,0,0,0
ZTF24abtjewj,0,1,0,1,0,0,1,1,0,1,0
ZTF24abtjjsg,0,1,0,1,0,1,0,0,1,1,0
ZTF24abtjpqu,0,1,0,1,0,1,0,0,1,1,0
ZTF24abtkbhs,0,1,0,0,1,1,0,1,0,1,0
ZTF24abtkbvq,0,1,0,1,0,0,1,1,0,1,0
ZTF24abtkwfd,1,0,0,0,0,0,0,0,0,0,0
ZTF24abtlpat,0,0,1,1,0,1,0,1,0,1,0
ZTF24abtlsjj,0,0,1,1,0,1,0,1,0,1,0
ZTF24abtltqp,1,0,0,0,0,0,0,0,0,0,0
ZTF24abtnkbi,1,0,0,0,0,0,0,0,0,0,0
ZTF24abtnlrl,0,1,0,1,0,1,0,0,1,1,0
ZTF24abtnsxe,0,1,0,1,0,0,1,1,0,1,0
ZTF24abtntic,0,1,0,1,0,1,0,0,1,1,0
ZTF24abtnwev,1,0,0,0,0,0,0,0,0,0,0
ZTF24abtokrc,0,1,0,1,0,1,0,1,0,0,1
ZTF24abtowfy,1,0,0,0,0,0,0,0,0,0,0
ZTF24abtpjwc,0,1,0,0,1,1,0,1,0,1,0
ZTF24abtqndt,1,0,0,0,0,0,0,0,0,0,0
ZTF24abtqvyz,0,1,0,0,1,1,0,1,0,1,0
ZTF24abtqzos,0,1,0,1,0,1,0,1,0,0,1
ZTF24abtrckg,1,0,0,0,0,0,0,0,0,0,0
ZTF24abtrjtf,0,1,0,1,0,1,0,0,1,1,0
ZTF24abtroak,0,1,0,1,0,0,1,1,0,1,0
ZTF24abttauc,0,1,0,1,0,1,0,0,1,1,0
ZTF24abttlhz,0,0,1,1,0,1,0,1,0,1,0
ZTF24abttris,1,0,0,0,0,0,0,0,0,0,0
ZTF24abtubud,1,0,0,0,0,0,0,0,0,0,0
ZTF24abtuqmp,0,1,0,1,0,1,0,0,1,1,0
ZTF24abubjhh,0,1,0,1,0,1,0,1,0,0,1
ZTF24abubkhz,0,1,0,1,0,0,1,1,0,1,0
ZTF24abuchul,1,0,0,0,0,0,0,0,0,0,0
ZTF24abucjfx,0,0,1,1,0,1,0,1,0,1,0
ZTF24abueiws,1,0,0,0,0,0,0,0,0,0,0
ZTF24abuerbi,0,1,0,0,1,1,0,1,0,1,0
ZTF24abuezxx,0,1,0,0,1,1,0,1,0,1,0
ZTF24abufkgl,1,0,0,0,0,0,0,0,0,0,0
ZTF24abugiko,1,0,0,0,0,0,0,0,0,0,0
ZTF24abugkym,0,0,1,1,0,1,0,1,0,1,0
ZTF24abugqth,0,1,0,1,0,1,0,1,0,0,1
ZTF24abugxai,0,0,1,1,0,1,0,1,0,1,0
ZTF24abugzpf,0,1,0,1,0,0,1,1,0,1,0
ZTF24abuhkdm,1,0,0,0,0,0,0,0,0,0,0
ZTF24abuhkxc,0,1,0,1,0,0,1,1,0,1,0
ZTF24abuhlja,0,0,1,1,0,1,0,1,0,1,0
ZTF24abunqbl,0,1,0,1,0,1,0,1,0,0,1
ZTF24abuntvn,0,1,0,1,0,0,1,1,0,1,0
ZTF24abunutj,0,0,1,1,0,1,0,1,0,1,0
ZTF24aburata,0,1,0,1,0,1,0,1,0,0,1
ZTF24aburemr,0,1,0,1,0,1,0,0,1,1,0
ZTF24aburvph,0,1,0,1,0,1,0,0,1,1,0
ZTF24abutkox,0,1,0,1,0,0,1,1,0,1,0
ZTF24abutlnn,0,0,1,1,0,1,0,1,0,1,0
ZTF24abutmcu,0,1,0,1,0,0,1,1,0,1,0
ZTF24abutvtk,0,1,0,1,0,1,0,1,0,0,1
ZTF24abuudqq,0,1,0,1,0,1,0,0,1,1,0
ZTF24abuugtf,0,1,0,0,1,1,0,1,0,1,0
ZTF24abuvhck,1,0,0,0,0,0,0,0,0,0,0
ZTF24abuvisc,0,1,0,1,0,1,0,0,1,1,0
ZTF24abuviyp,0,0,1,1,0,1,0,1,0,1,0
ZTF24abuvkge,0,1,0,0,1,1,0,1,0,1,0
ZTF24abuvltp,0,1,0,1,0,1,0,1,0,0,1
ZTF24abuvtvj,0,1,0,1,0,1,0,1,0,0,1
ZTF24abuvxap,0,1,0,1,0,1,0,0,1,1,0
ZTF24abuwwrg,1,0,0,0,0,0,0,0,0,0,0
ZTF24abuxcnp,0,1,0,1,0,0,1,1,0,1,0
ZTF24abuxivw,0,1,0,1,0,1,0,1,0,0,1
ZTF24abuyefl,1,0,0,0,0,0,0,0,0,0,0
ZTF24abuylxw,0,1,0,0,1,1,0,1,0,1,0
ZTF24abuznqn,0,0,1,1,0,1,0,1,0,1,0
ZTF24abvbjqe,1,0,0,0,0,0,0,0,0,0,0
ZTF24abvbzbd,0,1,0,0,1,1,0,1,0,1,0
ZTF24abvcdfk,0,1,0,1,0,1,0,1,0,0,1
ZTF24abvdaoi,0,1,0,1,0,0,1,1,0,1,0
ZTF24abvdzbs,0,0,1,1,0,1,0,1,0,1,0
ZTF24abvecpv,0,0,1,1,0,1,0,1,0,1,0
ZTF24abvetao,0,0,1,1,0,1,0,1,0,1,0
ZTF24abvevsc,0,0,1,1,0,1,0,1,0,1,0
ZTF24abvexcx,1,0,0,0,0,0,0,0,0,0,0
ZTF24abvfviq,1,0,0,0,0,0,0,0,0,0,0
ZTF24abvfxas,0,1,0,1,0,0,1,1,0,1,0
ZTF24abvgeyz,0,1,0,1,0,1,0,0,1,1,0
ZTF24abvgfgb,0,1,0,1,0,0,1,1,0,1,0
ZTF24abvgfin,0,1,0,1,0,1,0,1,0,0,1
ZTF24abvgfvm,0,0,1,1,0,1,0,1,0,1,0
ZTF24abvghof,0,1,0,0,1,1,0,1,0,1,0
ZTF24abvgioq,1,0,0,0,0,0,0,0,0,0,0
ZTF24abvgiqb,0,1,0,0,1,1,0,1,0,1,0
ZTF24abvgisg,0,0,1,1,0,1,0,1,0,1,0
ZTF24abvgnfu,0,1,0,1,0,1,0,1,0,0,1
ZTF24abvgnzs,0,1,0,1,0,1,0,0,1,1,0
ZTF24abvgobp,0,0,1,1,0,1,0,1,0,1,0
ZTF24abvgooe,0,1,0,1,0,0,1,1,0,1,0
ZTF24abvgprj,0,0,1,1,0,1,0,1,0,1,0
ZTF24abvjszl,0,1,0,1,0,1,0,1,0,0,1
ZTF24abvknct,0,1,0,1,0,1,0,1,0,0,1
ZTF24abvnmfb,0,1,0,1,0,0,1,1,0,1,0
ZTF24abvofas,0,1,0,1,0,1,0,1,0,0,1
ZTF24abvokqe,0,1,0,0,1,1,0,1,0,1,0
ZTF24abvoxim,0,1,0,1,0,1,0,0,1,1,0
ZTF24abvrnpa,0,1,0,1,0,1,0,1,0,0,1
ZTF24abvtkzl,0,1,0,1,0,1,0,1,0,0,1
ZTF24abvtoyo,0,0,1,1,0,1,0,1,0,1,0
ZTF24abvukpp,1,0,0,0,0,0,0,0,0,0,0
ZTF24abvuydm,1,0,0,0,0,0,0,0,0,0,0
ZTF24abvylvw,0,1,0,1,0,1,0,0,1,1,0
ZTF24abvytin,0,1,0,0,1,1,0,1,0,1,0
ZTF24abvzbtk,1,0,0,0,0,0,0,0,0,0,0
ZTF24abvzbvl,0,1,0,1,0,0,1,1,0,1,0
ZTF24abvzfgd,0,1,0,0,1,1,0,1,0,1,0
ZTF24abwbfbd,0,1,0,0,1,1,0,1,0,1,0
ZTF24abwbyie,0,1,0,1,0,1,0,1,0,0,1
ZTF24abwcerr,0,1,0,1,0,0,1,1,0,1,0
ZTF24abwckqi,0,0,1,1,0,1,0,1,0,1,0
ZTF24abwcqgy,0,1,0,1,0,0,1,1,0,1,0
ZTF24abwcufa,0,1,0,0,1,1,0,1,0,1,0
ZTF24abwcuiz,0,1,0,1,0,0,1,1,0,1,0
ZTF24abwcujs,0,1,0,1,0,1,0,1,0,0,1
ZTF24abwcuwy,0,1,0,1,0,0,1,1,0,1,0
ZTF24abwcygj,0,1,0,0,1,1,0,1,0,1,0
ZTF24abwdtsj,0,1,0,1,0,1,0,0,1,1,0
ZTF24abwdtxf,0,0,1,1,0,1,0,1,0,1,0
ZTF24abwdvif,0,1,0,0,1,1,0,1,0,1,0
ZTF24abweokc,0,1,0,0,1,1,0,1,0,1,0
ZTF24abwhukn,0,1,0,0,1,1,0,1,0,1,0
ZTF24abwinhc,0,1,0,1,0,0,1,1,0,1,0
ZTF24abwjpgf,0,1,0,1,0,1,0,0,1,1,0
ZTF24abwkugn,0,0,1,1,0,1,0,1,0,1,0
ZTF24abwkxwh,0,0,1,1,0,1,0,1,0,1,0
ZTF24abwlgbo,0,1,0,1,0,0,1,1,0,1,0
ZTF24abwlhln,0,1,0,1,0,1,0,1,0,0,1
ZTF24abwlhmc,0,1,0,0,1,1,0,1,0,1,0
ZTF24abwljjk,0,1,0,1,0,1,0,0,1,1,0
ZTF24abwmydg,0,1,0,1,0,1,0,1,0,0,1
ZTF24abwmzop,0,1,0,0,1,1,0,1,0,1,0
ZTF24abwsfdk,1,0,0,0,0,0,0,0,0,0,0
ZTF24abwsvqt,0,0,1,1,0,1,0,1,0,1,0
ZTF24abwsvtl,0,1,0,1,0,1,0,1,0,0,1
ZTF24abwtpan,0,1,0,1,0,0,1,1,0,1,0
ZTF24abwuuir,0,0,1,1,0,1,0,1,0,1,0
ZTF24abwuuiu,0,1,0,1,0,1,0,0,1,1,0
ZTF24abwuvhs,0,1,0,0,1,1,0,1,0,1,0
ZTF24abwzugp,0,1,0,1,0,1,0,1,0,0,1
ZTF24abxfuog,0,1,0,0,1,1,0,1,0,1,0
ZTF24abxgget,0,1,0,1,0,0,1,1,0,1,0
ZTF24abxgsjr,0,0,1,1,0,1,0,1,0,1,0
ZTF24abxhvxq,0,1,0,1,0,0,1,1,0,1,0
ZTF24abxvnqs,0,1,0,1,0,0,1,1,0,1,0
ZTF24abxvoop,0,1,0,1,0,1,0,1,0,0,1
ZTF24abxvulk,0,1,0,1,0,0,1,1,0,1,0
ZTF24abxxfzd,0,1,0,1,0,1,0,0,1,1,0
ZTF24abxyfev,0,1,0,1,0,0,1,1,0,1,0
ZTF24abyatui,0,1,0,1,0,1,0,0,1,1,0
ZTF24abycwgk,0,1,0,1,0,0,1,1,0,1,0
ZTF24abydsgu,0,0,1,1,0,1,0,1,0,1,0
ZTF24abyegeg,0,1,0,1,0,1,0,1,0,0,1
ZTF24abyegwp,0,1,0,1,0,0,1,1,0,1,0
ZTF24abyehsi,0,1,0,1,0,1,0,0,1,1,0
ZTF24abyeldd,0,1,0,0,1,1,0,1,0,1,0
ZTF24abyeoiq,0,1,0,1,0,1,0,1,0,0,1
ZTF24abyfotc,0,0,1,1,0,1,0,1,0,1,0
ZTF24abygatq,0,1,0,1,0,0,1,1,0,1,0
ZTF24abygbss,0,0,1,1,0,1,0,1,0,1,0
ZTF24abygeqh,0,1,0,1,0,0,1,1,0,1,0
ZTF24abyhlom,1,0,0,0,0,0,0,0,0,0,0
ZTF24abyhmih,0,1,0,1,0,0,1,1,0,1,0
ZTF24abyhowu,0,1,0,1,0,0,1,1,0,1,0
ZTF24abyhunm,0,0,1,1,0,1,0,1,0,1,0
ZTF24abyhuuo,0,0,1,1,0,1,0,1,0,1,0
ZTF24abyhwff,0,1,0,1,0,0,1,1,0,1,0
ZTF24abyhxmt,1,0,0,0,0,0,0,0,0,0,0
ZTF24abyiqka,0,0,1,1,0,1,0,1,0,1,0
ZTF24abyiuvo,0,1,0,1,0,1,0,0,1,1,0
ZTF24abyjzxe,1,0,0,0,0,0,0,0,0,0,0
ZTF24abykdvr,0,0,1,1,0,1,0,1,0,1,0
ZTF24abykoen,0,1,0,1,0,1,0,0,1,1,0
ZTF24abykpfq,0,1,0,1,0,1,0,0,1,1,0
ZTF24abyktrz,1,0,0,0,0,0,0,0,0,0,0
ZTF24abykufb,0,0,1,1,0,1,0,1,0,1,0
ZTF24abykwta,1,0,0,0,0,0,0,0,0,0,0
ZTF24abykyaj,0,1,0,1,0,1,0,1,0,0,1
ZTF24abykybc,0,1,0,1,0,1,0,1,0,0,1
ZTF24abykyge,0,1,0,0,1,1,0,1,0,1,0
ZTF24abykygm,1,0,0,0,0,0,0,0,0,0,0
ZTF24abykyhc,0,1,0,0,1,1,0,1,0,1,0
ZTF24abykzaw,0,1,0,1,0,1,0,0,1,1,0
ZTF24abykzcq,0,1,0,1,0,1,0,1,0,0,1
ZTF24abylbgi,0,1,0,1,0,1,0,1,0,0,1
ZTF24abylbjf,1,0,0,0,0,0,0,0,0,0,0
ZTF24abylepq,1,0,0,0,0,0,0,0,0,0,0
ZTF24abymwoh,0,0,1,1,0,1,0,1,0,1,0
ZTF24abynapy,1,0,0,0,0,0,0,0,0,0,0
ZTF24abyneij,0,1,0,1,0,1,0,1,0,0,1
ZTF24abynice,0,1,0,1,0,0,1,1,0,1,0
ZTF24abynpec,1,0,0,0,0,0,0,0,0,0,0
ZTF24abynrxq,0,1,0,0,1,1,0,1,0,1,0
ZTF24abyofbb,0,0,1,1,0,1,0,1,0,1,0
ZTF24abyrxua,0,0,1,1,0,1,0,1,0,1,0
ZTF24abyrzfi,1,0,0,0,0,0,0,0,0,0,0
ZTF24abysuvn,0,1,0,0,1,1,0,1,0,1,0
ZTF24abyuqty,1,0,0,0,0,0,0,0,0,0,0
ZTF24abyutxq,0,1,0,1,0,1,0,1,0,0,1
ZTF24abyvmkn,0,1,0,1,0,1,0,1,0,0,1
ZTF24abyzbkt,0,1,0,1,0,0,1,1,0,1,0
ZTF24abyzmiw,0,1,0,1,0,0,1,1,0,1,0
ZTF24abzapei,0,0,1,1,0,1,0,1,0,1,0
ZTF24abzasey,0,1,0,1,0,1,0,0,1,1,0
ZTF24abzatfh,0,1,0,1,0,0,1,1,0,1,0
ZTF24abzbchk,0,1,0,0,1,1,0,1,0,1,0
ZTF24abzbjma,0,1,0,0,1,1,0,1,0,1,0
ZTF24abzbssa,0,0,1,1,0,1,0,1,0,1,0
ZTF24abzjeod,0,1,0,0,1,1,0,1,0,1,0
ZTF24abzkdil,0,1,0,1,0,0,1,1,0,1,0
ZTF24abzkrce,0,0,1,1,0,1,0,1,0,1,0
ZTF24abzkrhw,0,1,0,0,1,1,0,1,0,1,0
ZTF24abzkrma,1,0,0,0,0,0,0,0,0,0,0
ZTF24abzksbl,1,0,0,0,0,0,0,0,0,0,0
ZTF24abzkvev,0,1,0,0,1,1,0,1,0,1,0
ZTF24abzlpie,1,0,0,0,0,0,0,0,0,0,0
ZTF24abzltdv,0,0,1,1,0,1,0,1,0,1,0
ZTF24abznxgb,1,0,0,0,0,0,0,0,0,0,0
ZTF24abzqupe,0,1,0,1,0,0,1,1,0,1,0
ZTF24abzrmoo,0,1,0,1,0,1,0,1,0,0,1
ZTF24abzrzhz,1,0,0,0,0,0,0,0,0,0,0
ZTF24abzsflr,0,1,0,1,0,1,0,1,0,0,1
ZTF24abzsqjc,0,0,1,1,0,1,0,1,0,1,0
ZTF24abzsrpo,1,0,0,0,0,0,0,0,0,0,0
ZTF24abzstda,0,1,0,1,0,1,0,1,0,0,1
ZTF24abzsuck,0,0,1,1,0,1,0,1,0,1,0
ZTF24abztkrq,0,1,0,1,0,1,0,0,1,1,0
ZTF24abztxiq,0,1,0,1,0,1,0,1,0,0,1
ZTF24abzvpgp,0,1,0,0,1,1,0,1,0,1,0
ZTF24abzvpqu,1,0,0,0,0,0,0,0,0,0,0
ZTF24abzvqfu,0,1,0,1,0,1,0,0,1,1,0
ZTF24abzvrls,0,1,0,1,0,1,0,0,1,1,0
ZTF24abzvymr,0,1,0,1,0,1,0,1,0,0,1
ZTF24abzvyoq,1,0,0,0,0,0,0,0,0,0,0
ZTF24abzwoej,0,1,0,1,0,1,0,1,0,0,1
ZTF24abzwpqf,0,1,0,0,1,1,0,1,0,1,0
ZTF24abzwsfk,0,1,0,1,0,1,0,1,0,0,1
ZTF24abzwudv,0,1,0,1,0,0,1,1,0,1,0
ZTF24abzxgxl,1,0,0,0,0,0,0,0,0,0,0
ZTF24abzynpy,0,1,0,1,0,0,1,1,0,1,0
ZTF24acabreb,1,0,0,0,0,0,0,0,0,0,0
ZTF24acabxwm,0,1,0,1,0,1,0,0,1,1,0
ZTF24acabzjg,0,1,0,1,0,1,0,0,1,1,0
ZTF24acacdwj,1,0,0,0,0,0,0,0,0,0,0
ZTF24acacebz,0,1,0,1,0,1,0,1,0,0,1
ZTF24acacehl,0,1,0,1,0,0,1,1,0,1,0
ZTF24acacekv,1,0,0,0,0,0,0,0,0,0,0
ZTF24acacexk,1,0,0,0,0,0,0,0,0,0,0
ZTF24acacfap,0,1,0,1,0,1,0,1,0,0,1
ZTF24acacfpl,0,0,1,1,0,1,0,1,0,1,0
ZTF24acaclrl,0,1,0,0,1,1,0,1,0,1,0
ZTF24acacmen,0,1,0,1,0,1,0,1,0,0,1
ZTF24acadbcv,0,1,0,1,0,1,0,0,1,1,0
ZTF24acadcrr,0,1,0,1,0,0,1,1,0,1,0
ZTF24acadeyn,0,1,0,1,0,1,0,1,0,0,1
ZTF24acadiud,0,1,0,1,0,0,1,1,0,1,0
ZTF24acadxpr,0,1,0,0,1,1,0,1,0,1,0
ZTF24acadyyl,0,1,0,1,0,1,0,1,0,0,1
ZTF24acaemhp,0,1,0,1,0,1,0,0,1,1,0
ZTF24acahmla,0,1,0,1,0,1,0,1,0,0,1
ZTF24acahpvk,0,0,1,1,0,1,0,1,0,1,0
ZTF24acahtsl,1,0,0,0,0,0,0,0,0,0,0
ZTF24acahtyk,0,1,0,0,1,1,0,1,0,1,0
ZTF24acahuab,1,0,0,0,0,0,0,0,0,0,0
ZTF24acahubb,0,1,0,1,0,1,0,0,1,1,0
ZTF24acahubh,0,1,0,1,0,0,1,1,0,1,0
ZTF24acahubi,0,1,0,1,0,0,1,1,0,1,0
ZTF24acahvpq,1,0,0,0,0,0,0,0,0,0,0
ZTF24acahvpy,0,1,0,1,0,0,1,1,0,1,0
ZTF24acahvqs,0,1,0,1,0,0,1,1,0,1,0
ZTF24acahvqw,1,0,0,0,0,0,0,0,0,0,0
ZTF24acahvqx,0,1,0,0,1,1,0,1,0,1,0
ZTF24acahvsh,0,0,1,1,0,1,0,1,0,1,0
ZTF24acahwsm,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaaafak,1,0,0,0,0,0,0,0,0,0,0
ZTF25aaaafge,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaaaper,1,0,0,0,0,0,0,0,0,0,0
ZTF25aaaauxw,0,0,1,1,0,1,0,1,0,1,0
ZTF25aaaawig,1,0,0,0,0,0,0,0,0,0,0
ZTF25aaabvre,1,0,0,0,0,0,0,0,0,0,0
ZTF25aaacure,0,0,1,1,0,1,0,1,0,1,0
ZTF25aaadbif,0,1,0,1,0,1,0,0,1,1,0
ZTF25aaadfll,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaadgii,1,0,0,0,0,0,0,0,0,0,0
ZTF25aaadytl,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaaexrb,1,0,0,0,0,0,0,0,0,0,0
ZTF25aaagbkt,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaajuyx,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaakjsi,1,0,0,0,0,0,0,0,0,0,0
ZTF25aaakman,0,1,0,1,0,1,0,0,1,1,0
ZTF25aaakmkh,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaaknab,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaaknyc,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaaktqb,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaakxjj,0,1,0,1,0,1,0,0,1,1,0
ZTF25aaaluwi,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaamfqz,1,0,0,0,0,0,0,0,0,0,0
ZTF25aaamnql,0,0,1,1,0,1,0,1,0,1,0
ZTF25aaamujv,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaanbtg,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaaoinj,0,0,1,1,0,1,0,1,0,1,0
ZTF25aaaoupu,0,1,0,1,0,1,0,0,1,1,0
ZTF25aaaovwf,0,0,1,1,0,1,0,1,0,1,0
ZTF25aaaqjfc,1,0,0,0,0,0,0,0,0,0,0
ZTF25aaaqkbi,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaatnmd,1,0,0,0,0,0,0,0,0,0,0
ZTF25aaavbeu,1,0,0,0,0,0,0,0,0,0,0
ZTF25aaaztqr,1,0,0,0,0,0,0,0,0,0,0
ZTF25aaaztvy,0,1,0,1,0,1,0,0,1,1,0
ZTF25aaaztwh,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaaztwi,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaazuaw,0,0,1,1,0,1,0,1,0,1,0
ZTF25aaazubi,1,0,0,0,0,0,0,0,0,0,0
ZTF25aabebix,0,1,0,1,0,0,1,1,0,1,0
ZTF25aabjeiy,0,0,1,1,0,1,0,1,0,1,0
ZTF25aabmbjx,0,1,0,1,0,0,1,1,0,1,0
ZTF25aabmcjz,0,0,1,1,0,1,0,1,0,1,0
ZTF25aabmhdd,0,1,0,1,0,1,0,1,0,0,1
ZTF25aabosqp,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaboumb,0,1,0,0,1,1,0,1,0,1,0
ZTF25aabowed,0,1,0,1,0,1,0,0,1,1,0
ZTF25aabowly,0,1,0,1,0,0,1,1,0,1,0
ZTF25aabphpd,0,1,0,1,0,1,0,1,0,0,1
ZTF25aabqdqc,0,1,0,1,0,1,0,1,0,0,1
ZTF25aabskal,0,1,0,1,0,0,1,1,0,1,0
ZTF25aabsnwc,0,1,0,0,1,1,0,1,0,1,0
ZTF25aabsnyf,1,0,0,0,0,0,0,0,0,0,0
ZTF25aabzbex,0,1,0,1,0,1,0,1,0,0,1
ZTF25aabzkxv,0,0,1,1,0,1,0,1,0,1,0
ZTF25aabztpo,0,1,0,1,0,1,0,1,0,0,1
ZTF25aacaopu,0,1,0,1,0,1,0,0,1,1,0
ZTF25aacaslr,0,1,0,0,1,1,0,1,0,1,0
ZTF25aacawpa,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacbbqh,0,1,0,0,1,1,0,1,0,1,0
ZTF25aacbhct,0,1,0,1,0,1,0,0,1,1,0
ZTF25aacblvq,0,1,0,1,0,1,0,0,1,1,0
ZTF25aaccwwm,0,1,0,0,1,1,0,1,0,1,0
ZTF25aacddmf,0,1,0,1,0,1,0,1,0,0,1
ZTF25aacdheo,0,1,0,0,1,1,0,1,0,1,0
ZTF25aacdilx,1,0,0,0,0,0,0,0,0,0,0
ZTF25aacdipy,0,1,0,1,0,1,0,0,1,1,0
ZTF25aacdjzo,0,1,0,1,0,0,1,1,0,1,0
ZTF25aacdkws,1,0,0,0,0,0,0,0,0,0,0
ZTF25aacdlqc,0,1,0,0,1,1,0,1,0,1,0
ZTF25aacdlqg,0,1,0,1,0,1,0,1,0,0,1
ZTF25aacdlqv,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacdxnv,1,0,0,0,0,0,0,0,0,0,0
ZTF25aaceblr,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaceirn,0,1,0,0,1,1,0,1,0,1,0
ZTF25aacelyq,1,0,0,0,0,0,0,0,0,0,0
ZTF25aacfcvl,0,1,0,1,0,1,0,1,0,0,1
ZTF25aacgoiv,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacgvsm,0,1,0,1,0,1,0,0,1,1,0
ZTF25aachqbl,0,1,0,0,1,1,0,1,0,1,0
ZTF25aachybh,0,1,0,1,0,1,0,0,1,1,0
ZTF25aachzgf,1,0,0,0,0,0,0,0,0,0,0
ZTF25aachzjr,0,1,0,1,0,1,0,1,0,0,1
ZTF25aachzkj,1,0,0,0,0,0,0,0,0,0,0
ZTF25aacibgj,0,1,0,1,0,0,1,1,0,1,0
ZTF25aacicco,0,1,0,1,0,1,0,0,1,1,0
ZTF25aaciinz,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaciknm,0,1,0,1,0,1,0,0,1,1,0
ZTF25aacjfra,1,0,0,0,0,0,0,0,0,0,0
ZTF25aacjoxx,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacjpcn,0,1,0,1,0,1,0,1,0,0,1
ZTF25aackiry,0,1,0,1,0,0,1,1,0,1,0
ZTF25aackkec,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaclacj,1,0,0,0,0,0,0,0,0,0,0
ZTF25aacldzw,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacljwu,0,0,1,1,0,1,0,1,0,1,0
ZTF25aaclklv,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaclsok,0,1,0,1,0,0,1,1,0,1,0
ZTF25aacmbmg,1,0,0,0,0,0,0,0,0,0,0
ZTF25aacmcvv,1,0,0,0,0,0,0,0,0,0,0
ZTF25aacmwcv,0,1,0,1,0,0,1,1,0,1,0
ZTF25aacnode,0,1,0,0,1,1,0,1,0,1,0
ZTF25aacnour,1,0,0,0,0,0,0,0,0,0,0
ZTF25aacnufw,0,1,0,0,1,1,0,1,0,1,0
ZTF25aacoubx,1,0,0,0,0,0,0,0,0,0,0
ZTF25aacpoph,0,1,0,1,0,0,1,1,0,1,0
ZTF25aacqgbm,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacqigz,0,1,0,1,0,1,0,0,1,1,0
ZTF25aacqtcq,0,1,0,1,0,0,1,1,0,1,0
ZTF25aacrwou,0,1,0,1,0,1,0,1,0,0,1
ZTF25aactemy,0,1,0,1,0,1,0,0,1,1,0
ZTF25aactenu,1,0,0,0,0,0,0,0,0,0,0
ZTF25aaczjrc,0,1,0,1,0,1,0,1,0,0,1
ZTF25aadanpr,0,1,0,1,0,1,0,1,0,0,1
ZTF25aadcfqv,0,0,1,1,0,1,0,1,0,1,0
ZTF25aadcxfd,0,0,1,1,0,1,0,1,0,1,0
