oid,test,train_fold1,val_fold1,train_fold2,val_fold2,train_fold3,val_fold3,train_fold4,val_fold4,train_fold5,val_fold5
ZTF24abznxgb,0,1,0,0,1,1,0,1,0,1,0
ZTF24abzovbw,0,0,1,1,0,1,0,1,0,1,0
ZTF24abzowxv,0,0,1,1,0,1,0,1,0,1,0
ZTF24abzpaxz,0,1,0,1,0,1,0,1,0,0,1
ZTF24abzqtga,0,1,0,1,0,0,1,1,0,1,0
ZTF24abzqupe,0,1,0,0,1,1,0,1,0,1,0
ZTF24abzrkyw,0,0,1,1,0,1,0,1,0,1,0
ZTF24abzrmoo,0,1,0,1,0,0,1,1,0,1,0
ZTF24abzrzhz,0,1,0,0,1,1,0,1,0,1,0
ZTF24abzsflr,0,1,0,0,1,1,0,1,0,1,0
ZTF24abzsqjc,0,1,0,1,0,1,0,1,0,0,1
ZTF24abzsrpo,0,0,1,1,0,1,0,1,0,1,0
ZTF24abzstda,0,1,0,1,0,1,0,0,1,1,0
ZTF24abzsuck,0,1,0,1,0,1,0,0,1,1,0
ZTF24abztbsc,0,1,0,0,1,1,0,1,0,1,0
ZTF24abztkrq,0,1,0,1,0,1,0,0,1,1,0
ZTF24abztxiq,0,0,1,1,0,1,0,1,0,1,0
ZTF24abzvnew,0,1,0,1,0,1,0,0,1,1,0
ZTF24abzvpgp,0,1,0,1,0,1,0,0,1,1,0
ZTF24abzvpqu,0,0,1,1,0,1,0,1,0,1,0
ZTF24abzvqfu,0,1,0,1,0,1,0,0,1,1,0
ZTF24abzvqtp,0,1,0,1,0,0,1,1,0,1,0
ZTF24abzvrls,0,1,0,1,0,1,0,0,1,1,0
ZTF24abzvsbq,0,1,0,1,0,0,1,1,0,1,0
ZTF24abzvskp,0,0,1,1,0,1,0,1,0,1,0
ZTF24abzvymr,0,1,0,1,0,0,1,1,0,1,0
ZTF24abzvyoq,0,1,0,1,0,0,1,1,0,1,0
ZTF24abzvzfb,0,0,1,1,0,1,0,1,0,1,0
ZTF24abzvzki,0,0,1,1,0,1,0,1,0,1,0
ZTF24abzwnsr,0,1,0,0,1,1,0,1,0,1,0
ZTF24abzwnym,0,1,0,1,0,1,0,0,1,1,0
ZTF24abzwoej,0,1,0,1,0,1,0,1,0,0,1
ZTF24abzwpda,0,1,0,1,0,1,0,0,1,1,0
ZTF24abzwpeq,0,1,0,1,0,1,0,0,1,1,0
ZTF24abzwphv,0,1,0,1,0,1,0,1,0,0,1
ZTF24abzwpig,0,1,0,0,1,1,0,1,0,1,0
ZTF24abzwpje,0,0,1,1,0,1,0,1,0,1,0
ZTF24abzwpkx,0,0,1,1,0,1,0,1,0,1,0
ZTF24abzwpmd,0,1,0,1,0,1,0,1,0,0,1
ZTF24abzwpqf,0,0,1,1,0,1,0,1,0,1,0
ZTF24abzwreb,0,0,1,1,0,1,0,1,0,1,0
ZTF24abzwsfk,0,0,1,1,0,1,0,1,0,1,0
ZTF24abzwudv,0,1,0,1,0,1,0,0,1,1,0
ZTF24abzwviq,0,1,0,1,0,0,1,1,0,1,0
ZTF24abzwzbx,0,1,0,1,0,1,0,1,0,0,1
ZTF24abzwzfv,0,1,0,0,1,1,0,1,0,1,0
ZTF24abzxalv,0,0,1,1,0,1,0,1,0,1,0
ZTF24abzxeih,0,0,1,1,0,1,0,1,0,1,0
ZTF24abzxgbv,0,1,0,0,1,1,0,1,0,1,0
ZTF24abzxgoy,0,0,1,1,0,1,0,1,0,1,0
ZTF24abzxgxl,0,1,0,1,0,0,1,1,0,1,0
ZTF24abzxlyf,0,0,1,1,0,1,0,1,0,1,0
ZTF24abzynpy,0,1,0,1,0,1,0,1,0,0,1
ZTF24abzzplu,0,1,0,1,0,0,1,1,0,1,0
ZTF24acabreb,0,1,0,1,0,1,0,1,0,0,1
ZTF24acabtet,0,0,1,1,0,1,0,1,0,1,0
ZTF24acabtui,0,1,0,0,1,1,0,1,0,1,0
ZTF24acabxwm,0,1,0,1,0,0,1,1,0,1,0
ZTF24acabzjg,0,1,0,1,0,1,0,1,0,0,1
ZTF24acaccrk,0,1,0,1,0,1,0,1,0,0,1
ZTF24acacdwj,0,1,0,1,0,1,0,1,0,0,1
ZTF24acacebz,0,0,1,1,0,1,0,1,0,1,0
ZTF24acacecq,0,1,0,1,0,1,0,0,1,1,0
ZTF24acacehl,0,1,0,1,0,1,0,1,0,0,1
ZTF24acacekv,0,1,0,1,0,1,0,1,0,0,1
ZTF24acacewv,0,1,0,1,0,1,0,0,1,1,0
ZTF24acacexk,0,1,0,1,0,0,1,1,0,1,0
ZTF24acacfap,0,1,0,1,0,1,0,1,0,0,1
ZTF24acacfds,0,1,0,1,0,1,0,1,0,0,1
ZTF24acacfdu,0,1,0,0,1,1,0,1,0,1,0
ZTF24acacfgw,0,1,0,1,0,1,0,0,1,1,0
ZTF24acacflw,0,1,0,1,0,0,1,1,0,1,0
ZTF24acacfpl,0,1,0,1,0,1,0,0,1,1,0
ZTF24acaclrl,0,1,0,0,1,1,0,1,0,1,0
ZTF24acacmen,0,1,0,1,0,0,1,1,0,1,0
ZTF24acacsqv,0,1,0,0,1,1,0,1,0,1,0
ZTF24acactdg,0,1,0,1,0,0,1,1,0,1,0
ZTF24acadbcv,0,1,0,1,0,0,1,1,0,1,0
ZTF24acadcrr,0,0,1,1,0,1,0,1,0,1,0
ZTF24acadeyn,0,1,0,1,0,1,0,1,0,0,1
ZTF24acadiud,0,1,0,1,0,0,1,1,0,1,0
ZTF24acadkzi,0,0,1,1,0,1,0,1,0,1,0
ZTF24acadxpr,0,1,0,1,0,0,1,1,0,1,0
ZTF24acadyyl,0,1,0,1,0,1,0,0,1,1,0
ZTF24acaegth,0,1,0,1,0,1,0,1,0,0,1
ZTF24acaemhp,0,0,1,1,0,1,0,1,0,1,0
ZTF24acaeuup,0,1,0,1,0,1,0,0,1,1,0
ZTF24acagift,0,1,0,1,0,1,0,1,0,0,1
ZTF24acahdfe,0,0,1,1,0,1,0,1,0,1,0
ZTF24acahmla,0,0,1,1,0,1,0,1,0,1,0
ZTF24acahpvk,0,1,0,1,0,1,0,0,1,1,0
ZTF24acahruq,0,1,0,0,1,1,0,1,0,1,0
ZTF24acahtsl,0,1,0,1,0,0,1,1,0,1,0
ZTF24acahtyk,0,1,0,1,0,1,0,1,0,0,1
ZTF24acahuab,0,1,0,1,0,1,0,0,1,1,0
ZTF24acahubb,0,1,0,1,0,1,0,1,0,0,1
ZTF24acahubh,0,1,0,1,0,1,0,1,0,0,1
ZTF24acahubi,0,1,0,1,0,1,0,0,1,1,0
ZTF24acahuhy,0,1,0,1,0,1,0,0,1,1,0
ZTF24acahvpq,0,1,0,1,0,1,0,1,0,0,1
ZTF24acahvpy,0,1,0,1,0,1,0,0,1,1,0
ZTF24acahvqs,0,1,0,1,0,0,1,1,0,1,0
ZTF24acahvqw,0,1,0,0,1,1,0,1,0,1,0
ZTF24acahvqx,0,0,1,1,0,1,0,1,0,1,0
ZTF24acahvsh,0,1,0,0,1,1,0,1,0,1,0
ZTF24acahwsm,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaaafak,0,0,1,1,0,1,0,1,0,1,0
ZTF25aaaafge,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaaaper,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaaapes,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaaaqex,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaaauxw,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaaavqb,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaaawig,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaabbyo,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaabezb,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaabnwi,0,0,1,1,0,1,0,1,0,1,0
ZTF25aaabvre,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaacrri,0,0,1,1,0,1,0,1,0,1,0
ZTF25aaacure,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaadbif,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaadfll,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaadgii,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaadytl,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaaexrb,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaaeyzz,0,0,1,1,0,1,0,1,0,1,0
ZTF25aaafbbk,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaafxvn,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaagbkt,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaahknq,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaajudz,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaajuyx,0,0,1,1,0,1,0,1,0,1,0
ZTF25aaakjli,0,0,1,1,0,1,0,1,0,1,0
ZTF25aaakjsi,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaakman,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaakmkh,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaaknab,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaaknyc,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaaktmc,0,1,0,1,0,1,0,0,1,1,0
ZTF25aaaktqb,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaakvca,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaakxjj,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaalevu,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaallgo,0,1,0,1,0,1,0,0,1,1,0
ZTF25aaaluwi,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaamfqz,0,1,0,1,0,1,0,0,1,1,0
ZTF25aaamnql,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaamujv,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaamwhw,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaanbtg,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaaoerf,0,1,0,1,0,1,0,0,1,1,0
ZTF25aaaoinj,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaaonai,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaaoupu,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaaovwf,0,1,0,1,0,1,0,0,1,1,0
ZTF25aaaprdb,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaaqjfc,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaaqkbi,0,0,1,1,0,1,0,1,0,1,0
ZTF25aaaqvke,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaasqqk,0,1,0,1,0,1,0,0,1,1,0
ZTF25aaataex,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaatafw,0,0,1,1,0,1,0,1,0,1,0
ZTF25aaatnmd,0,1,0,1,0,1,0,0,1,1,0
ZTF25aaavbeu,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaawenb,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaawpmf,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaaywoo,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaaywqk,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaazbyk,0,1,0,1,0,1,0,0,1,1,0
ZTF25aaazrdg,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaaztqq,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaaztqr,0,1,0,1,0,1,0,0,1,1,0
ZTF25aaaztvi,0,0,1,1,0,1,0,1,0,1,0
ZTF25aaaztvy,0,1,0,1,0,1,0,0,1,1,0
ZTF25aaaztwh,0,1,0,1,0,1,0,0,1,1,0
ZTF25aaaztwi,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaazuaw,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaazubd,0,0,1,1,0,1,0,1,0,1,0
ZTF25aaazubi,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaazvar,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaazvbb,0,1,0,1,0,1,0,0,1,1,0
ZTF25aaazwcl,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaazwpv,0,1,0,0,1,1,0,1,0,1,0
ZTF25aabebix,0,0,1,1,0,1,0,1,0,1,0
ZTF25aabehgz,0,0,1,1,0,1,0,1,0,1,0
ZTF25aabfzwm,0,1,0,1,0,1,0,0,1,1,0
ZTF25aabjeiy,0,1,0,1,0,1,0,0,1,1,0
ZTF25aablyqw,0,1,0,1,0,1,0,1,0,0,1
ZTF25aabmbjx,0,1,0,1,0,0,1,1,0,1,0
ZTF25aabmcjz,0,1,0,0,1,1,0,1,0,1,0
ZTF25aabmhdd,0,1,0,0,1,1,0,1,0,1,0
ZTF25aabnwba,0,1,0,0,1,1,0,1,0,1,0
ZTF25aabosqp,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaboumb,0,1,0,0,1,1,0,1,0,1,0
ZTF25aabowed,0,1,0,1,0,1,0,0,1,1,0
ZTF25aabowly,0,1,0,1,0,1,0,1,0,0,1
ZTF25aabphpd,0,1,0,0,1,1,0,1,0,1,0
ZTF25aabqdqc,0,1,0,1,0,1,0,0,1,1,0
ZTF25aabqggv,0,1,0,1,0,1,0,1,0,0,1
ZTF25aabreke,0,1,0,1,0,0,1,1,0,1,0
ZTF25aabskal,0,0,1,1,0,1,0,1,0,1,0
ZTF25aabsnwc,0,1,0,1,0,1,0,1,0,0,1
ZTF25aabsnyf,0,1,0,1,0,1,0,1,0,0,1
ZTF25aabuyyy,0,1,0,1,0,1,0,0,1,1,0
ZTF25aabzaam,0,1,0,1,0,1,0,0,1,1,0
ZTF25aabzbex,0,0,1,1,0,1,0,1,0,1,0
ZTF25aabzkxv,0,1,0,0,1,1,0,1,0,1,0
ZTF25aabztpo,0,1,0,1,0,1,0,0,1,1,0
ZTF25aacaopu,0,1,0,1,0,1,0,0,1,1,0
ZTF25aacaqhy,0,1,0,0,1,1,0,1,0,1,0
ZTF25aacaslr,0,1,0,1,0,1,0,0,1,1,0
ZTF25aacasop,0,1,0,1,0,0,1,1,0,1,0
ZTF25aacautg,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacawpa,0,1,0,1,0,1,0,1,0,0,1
ZTF25aacaxkg,0,1,0,0,1,1,0,1,0,1,0
ZTF25aacaxqv,0,1,0,1,0,1,0,1,0,0,1
ZTF25aacazti,0,1,0,1,0,1,0,1,0,0,1
ZTF25aacaztz,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacbbqh,0,1,0,1,0,0,1,1,0,1,0
ZTF25aacbhct,0,1,0,1,0,1,0,1,0,0,1
ZTF25aacblvq,0,1,0,0,1,1,0,1,0,1,0
ZTF25aacbvcx,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaccmjq,0,1,0,1,0,1,0,0,1,1,0
ZTF25aaccqfa,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaccwwm,0,1,0,1,0,1,0,1,0,0,1
ZTF25aacddmf,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacdetb,0,1,0,1,0,1,0,1,0,0,1
ZTF25aacdheo,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacdilx,0,1,0,1,0,1,0,0,1,1,0
ZTF25aacdipy,0,1,0,0,1,1,0,1,0,1,0
ZTF25aacdjzo,0,1,0,0,1,1,0,1,0,1,0
ZTF25aacdjzy,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacdkan,0,1,0,1,0,1,0,0,1,1,0
ZTF25aacdkws,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacdlpf,0,1,0,0,1,1,0,1,0,1,0
ZTF25aacdlqc,0,1,0,1,0,1,0,1,0,0,1
ZTF25aacdlqg,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacdlqv,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacdnrt,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacdxnv,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaceblr,0,1,0,1,0,1,0,1,0,0,1
ZTF25aacehow,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaceirn,0,1,0,1,0,1,0,0,1,1,0
ZTF25aacelyq,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacerkv,0,0,1,1,0,1,0,1,0,1,0
ZTF25aaceybo,0,1,0,0,1,1,0,1,0,1,0
ZTF25aacezgb,0,1,0,1,0,1,0,1,0,0,1
ZTF25aacezmr,0,1,0,0,1,1,0,1,0,1,0
ZTF25aacfcvl,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacgoiv,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacgqru,0,1,0,1,0,1,0,1,0,0,1
ZTF25aacgvsm,0,1,0,1,0,1,0,0,1,1,0
ZTF25aachhhw,0,0,1,1,0,1,0,1,0,1,0
ZTF25aachqbl,0,1,0,0,1,1,0,1,0,1,0
ZTF25aachupz,0,1,0,1,0,0,1,1,0,1,0
ZTF25aachybh,0,1,0,1,0,1,0,1,0,0,1
ZTF25aachzgf,0,1,0,1,0,0,1,1,0,1,0
ZTF25aachzjr,0,1,0,1,0,0,1,1,0,1,0
ZTF25aachzkj,0,1,0,0,1,1,0,1,0,1,0
ZTF25aacibch,0,1,0,0,1,1,0,1,0,1,0
ZTF25aacibgj,0,1,0,1,0,1,0,1,0,0,1
ZTF25aacicco,0,1,0,1,0,1,0,1,0,0,1
ZTF25aacicju,0,1,0,1,0,1,0,1,0,0,1
ZTF25aaciinz,0,0,1,1,0,1,0,1,0,1,0
ZTF25aaciknm,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaciqcm,0,1,0,1,0,1,0,0,1,1,0
ZTF25aaciuqq,0,1,0,1,0,1,0,0,1,1,0
ZTF25aacjccb,0,1,0,0,1,1,0,1,0,1,0
ZTF25aacjfra,0,1,0,0,1,1,0,1,0,1,0
ZTF25aacjoxx,0,1,0,0,1,1,0,1,0,1,0
ZTF25aacjoyn,0,1,0,0,1,1,0,1,0,1,0
ZTF25aacjpcn,0,0,1,1,0,1,0,1,0,1,0
ZTF25aackiry,0,1,0,1,0,0,1,1,0,1,0
ZTF25aackkec,0,0,1,1,0,1,0,1,0,1,0
ZTF25aaclacj,0,1,0,1,0,0,1,1,0,1,0
ZTF25aacldzw,0,1,0,1,0,1,0,0,1,1,0
ZTF25aaclhqq,0,1,0,1,0,1,0,1,0,0,1
ZTF25aacljwu,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaclklv,0,1,0,1,0,1,0,0,1,1,0
ZTF25aaclsok,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacmbmg,0,1,0,1,0,1,0,1,0,0,1
ZTF25aacmcvv,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacmesw,0,1,0,1,0,0,1,1,0,1,0
ZTF25aacmftn,0,1,0,1,0,0,1,1,0,1,0
ZTF25aacmhol,0,1,0,1,0,0,1,1,0,1,0
ZTF25aacmhpl,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacmwcv,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacmwii,0,1,0,1,0,1,0,1,0,0,1
ZTF25aacnode,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacnour,0,1,0,1,0,1,0,0,1,1,0
ZTF25aacnufw,0,1,0,1,0,1,0,1,0,0,1
ZTF25aacoubx,0,1,0,1,0,0,1,1,0,1,0
ZTF25aacoyku,0,1,0,1,0,0,1,1,0,1,0
ZTF25aacpoph,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacpwyg,0,1,0,1,0,0,1,1,0,1,0
ZTF25aacqgbm,0,1,0,1,0,1,0,1,0,0,1
ZTF25aacqhbf,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacqhvc,0,1,0,1,0,1,0,1,0,0,1
ZTF25aacqigz,0,0,1,1,0,1,0,1,0,1,0
ZTF25aacqtcq,0,1,0,1,0,1,0,0,1,1,0
ZTF25aacrfjw,0,1,0,1,0,1,0,0,1,1,0
ZTF25aacrlnf,0,1,0,1,0,0,1,1,0,1,0
ZTF25aacrwou,0,1,0,1,0,1,0,0,1,1,0
ZTF25aacrxhz,0,1,0,0,1,1,0,1,0,1,0
ZTF25aactdcs,0,1,0,1,0,0,1,1,0,1,0
ZTF25aactdtp,0,1,0,1,0,1,0,0,1,1,0
ZTF25aactemy,0,1,0,0,1,1,0,1,0,1,0
ZTF25aactenu,0,0,1,1,0,1,0,1,0,1,0
ZTF25aaczjrc,0,1,0,1,0,1,0,0,1,1,0
ZTF25aaczoqw,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadacaj,0,0,1,1,0,1,0,1,0,1,0
ZTF25aadanpr,0,1,0,1,0,1,0,0,1,1,0
ZTF25aadcfqv,0,1,0,1,0,1,0,0,1,1,0
ZTF25aadcxfd,0,1,0,1,0,0,1,1,0,1,0
ZTF25aadcyjo,0,0,1,1,0,1,0,1,0,1,0
ZTF25aadcylv,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaddgfc,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaddjwr,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaddkie,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaddrbu,0,1,0,1,0,0,1,1,0,1,0
ZTF25aaddzfw,0,1,0,0,1,1,0,1,0,1,0
ZTF25aaddzhg,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadetbt,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadevqv,0,1,0,1,0,0,1,1,0,1,0
ZTF25aadexjn,0,1,0,1,0,1,0,0,1,1,0
ZTF25aadfeui,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadfktz,0,1,0,1,0,1,0,1,0,0,1
ZTF25aadfkug,0,0,1,1,0,1,0,1,0,1,0
ZTF25aadfmfe,0,1,0,1,0,0,1,1,0,1,0
ZTF25aadfmod,0,1,0,1,0,1,0,0,1,1,0
ZTF25aadfqjb,0,0,1,1,0,1,0,1,0,1,0
ZTF25aadfsmz,0,1,0,1,0,1,0,1,0,0,1
ZTF25aadfujt,0,1,0,1,0,0,1,1,0,1,0
ZTF25aadfulz,0,0,1,1,0,1,0,1,0,1,0
ZTF25aadfupz,0,1,0,1,0,0,1,1,0,1,0
ZTF25aadfurk,0,0,1,1,0,1,0,1,0,1,0
ZTF25aadfuyb,0,1,0,1,0,1,0,0,1,1,0
ZTF25aadfuzq,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadfvdt,0,1,0,1,0,1,0,1,0,0,1
ZTF25aadfwhq,0,1,0,1,0,0,1,1,0,1,0
ZTF25aadfwjd,0,1,0,1,0,1,0,0,1,1,0
ZTF25aadfwoz,0,1,0,1,0,0,1,1,0,1,0
ZTF25aadfxze,0,1,0,1,0,1,0,0,1,1,0
ZTF25aadgaku,0,1,0,1,0,1,0,0,1,1,0
ZTF25aadgaqe,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadgbsu,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadgbsx,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadgcki,0,1,0,1,0,1,0,1,0,0,1
ZTF25aadgclu,0,1,0,1,0,1,0,0,1,1,0
ZTF25aadgcqi,0,1,0,1,0,0,1,1,0,1,0
ZTF25aadgcto,0,1,0,1,0,1,0,0,1,1,0
ZTF25aadgdow,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadgdpu,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadgeiq,0,1,0,1,0,1,0,1,0,0,1
ZTF25aadghow,0,1,0,1,0,1,0,0,1,1,0
ZTF25aadgima,0,1,0,1,0,0,1,1,0,1,0
ZTF25aadhlbd,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadhltj,0,1,0,1,0,0,1,1,0,1,0
ZTF25aadhmta,0,1,0,1,0,1,0,0,1,1,0
ZTF25aadhobh,0,1,0,1,0,0,1,1,0,1,0
ZTF25aadhoxh,0,1,0,1,0,1,0,1,0,0,1
ZTF25aadhqbx,0,1,0,1,0,1,0,1,0,0,1
ZTF25aadhtfg,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadhuav,0,1,0,1,0,1,0,0,1,1,0
ZTF25aadictv,0,1,0,1,0,1,0,1,0,0,1
ZTF25aadiczi,0,1,0,1,0,0,1,1,0,1,0
ZTF25aadigin,0,0,1,1,0,1,0,1,0,1,0
ZTF25aadigrr,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadiwtk,0,0,1,1,0,1,0,1,0,1,0
ZTF25aadjatp,0,0,1,1,0,1,0,1,0,1,0
ZTF25aadjsie,0,1,0,1,0,1,0,0,1,1,0
ZTF25aadjukb,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadkgix,0,1,0,1,0,0,1,1,0,1,0
ZTF25aadkrpn,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadkudx,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadlcbi,0,1,0,1,0,0,1,1,0,1,0
ZTF25aadlgef,0,1,0,1,0,1,0,0,1,1,0
ZTF25aadlhgd,0,1,0,1,0,0,1,1,0,1,0
ZTF25aadlhqn,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadlhrm,0,0,1,1,0,1,0,1,0,1,0
ZTF25aadlhzw,0,1,0,1,0,1,0,1,0,0,1
ZTF25aadllib,0,1,0,1,0,0,1,1,0,1,0
ZTF25aadllii,0,0,1,1,0,1,0,1,0,1,0
ZTF25aadllil,0,1,0,1,0,0,1,1,0,1,0
ZTF25aadlodi,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadlotg,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadlqdf,0,1,0,1,0,1,0,0,1,1,0
ZTF25aadlqev,0,1,0,1,0,1,0,1,0,0,1
ZTF25aadlqew,0,1,0,1,0,0,1,1,0,1,0
ZTF25aadlqfo,0,1,0,1,0,1,0,1,0,0,1
ZTF25aadlqfq,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadlqig,0,0,1,1,0,1,0,1,0,1,0
ZTF25aadlrie,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadlsub,0,1,0,1,0,1,0,1,0,0,1
ZTF25aadltat,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadltny,0,1,0,1,0,0,1,1,0,1,0
ZTF25aadltrf,0,0,1,1,0,1,0,1,0,1,0
ZTF25aadltwl,0,1,0,1,0,1,0,1,0,0,1
ZTF25aadltyg,0,1,0,1,0,0,1,1,0,1,0
ZTF25aadluey,0,1,0,1,0,1,0,0,1,1,0
ZTF25aadlugr,0,1,0,1,0,1,0,0,1,1,0
ZTF25aadmaqa,0,0,1,1,0,1,0,1,0,1,0
ZTF25aadngyo,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadnodg,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadnogd,0,1,0,1,0,1,0,0,1,1,0
ZTF25aadnokz,0,0,1,1,0,1,0,1,0,1,0
ZTF25aadnpqj,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadnpyi,0,0,1,1,0,1,0,1,0,1,0
ZTF25aadnqsn,0,1,0,1,0,1,0,1,0,0,1
ZTF25aadnqwd,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadnryr,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadnsei,0,1,0,1,0,0,1,1,0,1,0
ZTF25aadnsja,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadnsku,0,1,0,1,0,1,0,1,0,0,1
ZTF25aadnsyh,0,1,0,0,1,1,0,1,0,1,0
ZTF25aadnsyu,0,1,0,1,0,1,0,0,1,1,0
ZTF25aadnthv,0,1,0,1,0,0,1,1,0,1,0
ZTF25aadntob,0,1,0,1,0,1,0,0,1,1,0
